id,name,age,department,salary,working_hours
1,Grace,49,Sales,90896.79,27.3
2,Diana,57,Marketing,58907.26,54.6
3,Frank,22,Finance,113067.66,32.9
4,Ivy,47,Operations,92565.11,47.8
5,Ivy,56,Sales,36124.87,24.7
6,Alice,25,Operations,73164.55,35.8
7,Frank,44,Marketing,73068.87,33.5
8,Charlie,35,Finance,40359.59,57.8
9,Bob,28,Engineering,78358.62,39.7
10,Frank,24,Engineering,114464.85,51.5
11,Frank,23,Marketing,82937.3,43.8
12,Grace,38,Operations,107875.6,38.1
13,Bob,35,Operations,91212.61,45.2
14,Bob,48,Operations,71989.43,43.0
15,Charlie,41,Marketing,90532.46,28.5
16,Diana,23,Operations,71736.82,24.7
17,Ivy,54,HR,107213.57,40.6
18,Hank,55,Finance,110067.38,43.5
19,Grace,57,Finance,44679.51,46.9
