id,name,age,department,salary,working_hours
1,Charlie,30,Operations,106097.69,51.5
2,Grace,58,Operations,56175.33,52.0
3,Ivy,40,HR,43545.23,24.7
4,Alice,53,HR,61020.35,22.3
5,Hank,29,Marketing,37767.8,41.0
6,Frank,39,Sales,72577.1,59.1
7,Frank,26,Operations,109610.81,34.6
8,Alice,56,Operations,45244.77,41.2
9,Charlie,34,Engineering,95711.48,46.3
10,Charlie,29,Sales,74968.11,45.1
11,Ivy,31,HR,73211.23,33.3
12,Diana,42,Sales,65423.51,34.0
13,Alice,23,Sales,43795.66,58.3
14,Hank,29,Finance,70087.18,58.3
15,Charlie,26,Operations,45526.25,31.3
16,Hank,47,Finance,37222.57,39.7
17,Hank,49,Sales,85436.08,42.7
