id,name,age,department,salary,working_hours
1,Charlie,41,Engineering,85118.64,56.4
2,Hank,34,Engineering,97715.57,52.2
3,Ivy,49,Operations,80536.16,39.3
4,Diana,52,Finance,77515.34,24.8
5,Charlie,54,Sales,98375.67,44.7
6,Jack,52,Finance,79570.37,52.0
7,Grace,52,Finance,77097.37,22.9
8,Hank,57,Operations,81680.7,53.6
9,Charlie,46,Engineering,56150.53,42.5
10,Grace,56,Finance,83596.11,54.2
11,Grace,22,HR,41019.99,31.4
12,Alice,44,HR,81871.82,28.2
13,Alice,52,HR,113335.5,36.2
14,Charlie,39,Operations,61379.57,45.8
15,Diana,27,Sales,45128.48,38.5
16,Grace,27,Engineering,50745.82,23.1
17,Eve,50,Operations,116713.28,23.6
18,Eve,50,Marketing,83050.09,23.6
