id,name,age,department,salary,working_hours
1,Frank,55,Finance,100697.21,28.3
2,Grace,57,Sales,56005.38,47.0
3,Hank,36,Operations,56372.98,56.1
4,Alice,24,Marketing,56917.97,20.7
5,Hank,36,Finance,83293.89,22.3
6,Jack,43,HR,40631.7,26.8
7,Frank,55,Engineering,103566.3,58.6
8,Diana,55,Finance,104065.61,33.9
9,Ivy,23,Marketing,97054.79,53.0
10,Alice,34,Finance,78395.39,40.2
11,Diana,44,Engineering,116154.72,38.5
12,Bob,36,Marketing,47593.92,52.5
13,Grace,58,Engineering,106740.87,37.1
