id,name,age,department,salary,working_hours
1,Ivy,45,Sales,112900.46,55.4
2,Hank,26,Finance,56766.73,57.6
3,Bob,43,Finance,102182.67,44.7
4,Grace,23,Marketing,77398.23,34.5
5,Eve,32,HR,106683.17,41.5
6,Charlie,52,Engineering,92755.35,49.1
7,Diana,49,Operations,101135.69,29.6
8,Frank,55,HR,44620.21,56.8
9,Hank,24,Operations,61392.05,21.8
10,Ivy,29,Sales,69950.63,45.9
11,Bob,27,Sales,51968.27,48.6
12,Charlie,55,Finance,86032.86,46.6
13,Eve,36,Engineering,82698.84,32.1
14,Frank,24,Engineering,40152.9,48.2
