id,name,age,department,salary,working_hours
1,Alice,59,Sales,81612.76,39.0
2,Charlie,53,HR,33743.45,34.9
3,Charlie,54,Finance,42394.68,59.2
4,Alice,40,Engineering,111032.81,37.5
5,Charlie,34,Finance,32772.71,24.0
6,Bob,35,Engineering,98801.26,20.1
7,Charlie,41,Finance,88258.87,41.7
8,Jack,25,Marketing,36181.64,22.6
9,Jack,42,Marketing,41076.9,43.5
10,Charlie,30,Finance,91369.05,57.8
11,Charlie,55,Engineering,59754.62,54.6
12,Alice,25,HR,106352.75,31.7
13,Hank,59,Operations,45881.36,21.8
14,Alice,54,Finance,68764.53,37.3
15,Grace,51,HR,37726.31,33.2
16,Alice,50,Sales,70128.32,38.2
17,Bob,51,Engineering,59743.25,39.9
