id,name,age,department,salary,working_hours
1,Charlie,48,Finance,99129.32,29.1
2,Grace,60,Engineering,94737.38,23.8
3,Jack,27,Operations,65912.4,36.6
4,Charlie,51,Marketing,78246.52,39.2
5,Bob,52,Sales,70116.28,29.0
6,Eve,55,Engineering,88103.89,49.0
7,Frank,49,Sales,50785.38,27.2
8,Frank,56,Marketing,73740.17,36.3
9,Jack,30,Engineering,82754.15,31.5
10,Grace,56,HR,78582.95,59.5
11,Charlie,39,Finance,42930.46,37.2
12,Charlie,49,Finance,41865.13,58.0
13,Hank,55,Sales,85241.23,58.4
14,Jack,29,HR,39683.16,34.0
15,Grace,48,Operations,91885.36,33.9
16,Hank,54,HR,106255.96,41.1
17,Hank,24,Operations,82386.45,57.1
18,Frank,34,Sales,34946.46,21.0
19,Alice,34,Operations,81094.04,25.2
20,Ivy,56,Operations,98687.27,56.5
