id,name,age,department,salary,working_hours
1,Alice,40,Finance,95804.89,46.5
2,Ivy,36,HR,61340.56,27.6
3,Grace,51,Operations,50132.97,56.7
4,Frank,22,Engineering,67288.61,41.9
5,Charlie,29,Operations,45705.12,51.0
6,Grace,35,Finance,31226.39,37.7
7,Eve,41,HR,46759.49,21.2
8,Diana,45,HR,113173.0,55.3
9,Alice,30,Operations,73956.99,45.4
10,Jack,24,Engineering,65350.94,53.0
11,Bob,28,Marketing,101350.81,41.3
12,Bob,27,HR,90977.7,30.5
13,Diana,42,Operations,103351.64,26.4
14,Frank,31,HR,91653.95,48.7
15,Charlie,57,Finance,32985.94,27.6
16,Jack,38,Finance,44425.66,30.0
17,Diana,42,Sales,47799.96,49.5
