id,name,age,department,salary,working_hours
1,Jack,27,Marketing,77604.52,37.3
2,Alice,51,Marketing,45700.43,45.9
3,Frank,36,Operations,107284.58,25.8
4,Ivy,27,Engineering,79540.04,58.6
5,Eve,38,HR,55701.14,52.1
6,Charlie,52,Sales,85629.4,29.7
7,Alice,29,Engineering,39328.93,21.0
8,Grace,55,Operations,70117.8,55.1
9,Eve,35,HR,38878.88,44.6
10,Diana,29,Engineering,111126.58,28.2
11,Frank,37,Finance,96821.17,39.0
12,Grace,48,Marketing,116079.28,42.1
13,Bob,37,Operations,110386.36,33.6
14,Jack,45,HR,98320.28,45.4
15,Eve,58,Engineering,70217.54,49.3
