id,name,age,department,salary,working_hours
1,Charlie,46,Finance,77015.03,41.0
2,Grace,52,Operations,62110.32,20.5
3,Eve,22,HR,48836.11,54.7
4,Jack,43,Engineering,115712.31,23.6
5,Alice,48,Finance,112488.67,42.3
6,Diana,23,Operations,70926.58,44.5
7,Hank,28,Marketing,96555.33,31.9
8,Alice,51,Marketing,110554.05,59.5
9,Alice,51,Finance,85364.53,41.5
10,Grace,43,HR,83451.7,46.7
11,Charlie,34,Engineering,68391.83,40.9
12,Bob,33,Operations,55241.52,45.0
13,Alice,27,Finance,119414.77,36.5
14,Eve,37,Finance,83661.75,28.1
15,Grace,60,HR,109543.66,42.3
