id,name,age,department,salary,working_hours
1,Hank,41,Operations,63380.9,26.2
2,Charlie,55,Engineering,91539.45,52.4
3,Hank,34,Finance,100629.12,28.3
4,Grace,39,Operations,98055.56,53.6
5,Frank,45,HR,56880.17,47.4
6,Eve,56,Operations,91940.45,42.5
7,Diana,23,Operations,37525.04,41.9
8,Alice,50,Sales,70576.42,38.2
9,Diana,48,Operations,53528.01,30.0
10,Bob,31,HR,58386.38,55.1
11,Diana,46,Engineering,54900.01,52.4
12,Alice,52,Sales,116377.48,48.9
13,Bob,50,Sales,60479.68,39.9
14,Ivy,33,Sales,74929.72,33.6
15,Bob,28,HR,80320.31,41.1
16,Grace,35,Finance,60307.23,20.5
17,Grace,43,Marketing,95670.77,58.3
18,Diana,33,Operations,36724.94,50.5
