id,name,age,department,salary,working_hours
1,Frank,39,Operations,71884.0,30.9
2,Diana,34,Operations,97454.52,37.7
3,Charlie,52,Engineering,32713.87,32.2
4,Grace,43,Marketing,87056.83,45.1
5,Ivy,58,Engineering,86867.07,56.2
6,Jack,28,HR,36425.68,35.9
7,Eve,42,Sales,40842.78,47.5
8,Ivy,56,HR,82818.46,45.8
9,Alice,49,Marketing,97846.79,35.8
10,Ivy,45,Sales,112065.89,36.9
11,Frank,54,HR,39934.1,20.8
12,Jack,53,Engineering,35848.08,34.9
13,Diana,27,Marketing,61132.17,22.9
14,Diana,27,HR,35278.88,49.6
15,Charlie,47,Finance,65251.74,26.8
16,Charlie,53,Sales,73019.19,30.7
17,Bob,40,Engineering,99870.77,21.4
18,Grace,53,Finance,77896.62,47.0
19,Grace,40,Engineering,58033.78,43.1
20,Hank,37,Marketing,67574.15,26.7
