id,name,age,department,salary,working_hours
1,Bob,60,Marketing,111327.34,32.0
2,Alice,46,Operations,105941.77,33.8
3,Charlie,36,Operations,117386.47,40.8
4,Diana,49,Operations,118942.35,29.9
5,Ivy,24,Engineering,68518.4,53.1
6,Eve,39,Marketing,106361.88,36.1
7,Bob,53,Operations,40066.41,30.7
8,Frank,43,Operations,89755.31,23.9
9,Diana,55,Engineering,31505.88,52.5
10,Charlie,22,Operations,73698.08,21.2
11,Frank,52,Marketing,32634.66,23.8
12,Grace,35,HR,92394.93,37.1
13,Charlie,34,Finance,102641.97,58.6
14,Jack,59,Operations,79731.5,33.8
15,Bob,26,Operations,55213.59,37.3
16,Ivy,37,Operations,102394.84,53.6
17,Alice,56,HR,94186.83,22.1
18,Jack,33,Engineering,68322.67,29.2
