id,name,age,department,salary,working_hours
1,Bob,47,Marketing,41386.05,40.9
2,Eve,29,Marketing,79833.95,24.5
3,Hank,43,Marketing,92972.77,35.0
4,Diana,43,Operations,58905.49,39.2
5,Bob,40,Sales,107865.49,56.1
6,Grace,53,HR,46894.82,48.3
7,Ivy,24,Marketing,58443.71,47.9
8,Ivy,31,Finance,84126.94,58.7
9,Charlie,57,Marketing,32125.43,55.8
10,Jack,48,HR,56045.38,49.5
11,Alice,54,Sales,43494.48,45.5
12,Bob,52,Sales,113146.46,31.6
13,Bob,47,Operations,118312.28,54.7
14,Grace,47,Finance,35536.85,33.1
15,Hank,45,Operations,88954.41,35.9
16,Alice,36,Marketing,59623.06,29.8
17,Bob,34,Engineering,56289.2,26.0
