id,name,age,department,salary,working_hours
1,Jack,45,HR,60001.81,32.2
2,Hank,52,Finance,95516.15,34.1
3,Diana,55,Finance,72029.93,29.9
4,Diana,29,Engineering,74669.89,46.4
5,Ivy,36,Sales,52001.17,52.2
6,Diana,52,Finance,74652.24,52.8
7,Ivy,35,Engineering,108788.76,39.1
8,Grace,49,Sales,113367.41,32.4
9,Jack,27,Engineering,59978.33,25.2
10,Ivy,59,Marketing,41497.07,33.6
11,Alice,46,Sales,74469.81,33.7
12,Frank,56,Finance,64720.46,32.8
13,Grace,55,Finance,78148.45,28.9
14,Eve,30,Finance,60153.16,32.9
15,Grace,41,Engineering,116586.27,35.4
16,Charlie,58,Finance,68985.34,54.6
17,Jack,54,Engineering,38929.28,58.6
18,Charlie,26,Finance,47182.9,22.9
