id,name,age,department,salary,working_hours
1,Jack,36,Finance,71337.88,39.2
2,Hank,45,Marketing,49552.46,41.8
3,Charlie,39,Operations,74965.27,53.4
4,Grace,60,Sales,111653.28,46.7
5,Grace,40,Sales,77713.53,21.9
6,Ivy,48,Engineering,116346.67,46.4
7,Alice,44,Engineering,99759.0,54.7
8,Frank,43,Engineering,104186.96,25.9
9,Jack,50,Sales,109843.17,21.0
10,Frank,23,HR,59062.88,37.6
11,Eve,58,Marketing,50701.77,24.8
12,Hank,29,HR,74348.69,42.8
13,Frank,30,Engineering,108165.41,48.6
14,Bob,46,HR,49689.99,43.3
15,Charlie,27,Sales,88864.06,57.1
16,Jack,28,Marketing,53039.6,23.7
17,Charlie,29,Engineering,67162.97,22.5
18,Bob,40,Engineering,75944.2,59.4
