id,name,age,department,salary,working_hours
1,Hank,36,Operations,81717.4,30.9
2,Grace,36,Marketing,77676.41,37.5
3,Frank,24,Sales,72229.04,32.2
4,Charlie,44,HR,75827.63,55.0
5,Grace,35,Finance,85725.96,35.4
6,Jack,27,HR,41650.87,25.5
7,Eve,45,HR,56547.6,56.3
8,Grace,41,Operations,37370.77,48.9
9,Charlie,39,Operations,47464.52,22.6
10,Grace,30,Marketing,67533.26,33.9
11,Diana,33,Sales,74412.73,30.2
12,Alice,23,Finance,79120.65,24.4
13,Frank,39,Finance,92586.94,57.1
14,Jack,45,Operations,71113.51,42.8
15,Eve,40,Engineering,34710.53,47.1
16,Jack,43,Marketing,90897.63,56.1
17,Eve,33,Engineering,71842.22,59.7
18,Jack,25,Engineering,58708.95,46.7
19,Bob,42,Finance,104194.79,23.5
20,Ivy,49,HR,56462.15,23.6
