id,name,age,department,salary,working_hours
1,Ivy,31,Sales,82170.51,45.6
2,Diana,53,Engineering,59633.41,56.4
3,Frank,41,HR,80751.65,39.0
4,Ivy,59,Operations,51233.75,57.8
5,Charlie,57,Finance,66969.43,26.7
6,Charlie,44,Sales,53703.31,49.2
7,Eve,58,Operations,50776.43,50.4
8,Ivy,39,Finance,46397.74,56.9
9,Eve,53,Finance,66092.52,46.9
10,Hank,38,HR,51654.18,22.6
11,Eve,33,HR,102068.28,37.2
12,Bob,38,HR,112094.25,44.3
13,Alice,42,Engineering,108936.85,22.2
14,Hank,42,Sales,102226.42,57.8
15,Frank,35,Operations,112134.36,44.4
16,Ivy,30,HR,87780.2,24.3
17,Grace,35,Sales,84855.04,42.1
18,Grace,42,Engineering,50018.15,43.5
19,Alice,58,Engineering,114090.44,22.0
20,Jack,58,HR,80606.98,34.1
