id,name,age,department,salary,working_hours
1,Ivy,32,Engineering,118486.6,45.3
2,Hank,54,HR,104810.63,58.6
3,Diana,35,HR,74453.98,24.7
4,Frank,53,Engineering,96805.41,27.2
5,Jack,32,Marketing,93089.26,31.7
6,Jack,29,Finance,93007.67,51.5
7,Jack,23,Marketing,50872.2,20.8
8,Bob,43,Operations,62790.02,22.4
9,Jack,57,Sales,58950.44,58.7
10,Alice,26,Engineering,64053.38,42.8
11,Ivy,33,Operations,99053.77,49.6
12,Ivy,31,Marketing,79508.32,35.0
13,Grace,42,Engineering,115101.71,53.4
14,Eve,26,Sales,117579.93,56.1
15,Jack,40,Marketing,86654.8,51.8
16,Eve,59,Marketing,63937.98,24.9
17,Ivy,49,Sales,87069.94,55.7
