id,name,age,department,salary,working_hours
1,Frank,50,Sales,81044.61,32.5
2,Ivy,39,Marketing,64280.81,33.5
3,Jack,46,Marketing,88763.56,34.2
4,Jack,23,Marketing,32876.41,58.2
5,Charlie,45,Operations,107130.29,33.5
6,Ivy,53,Finance,108225.36,21.6
7,Eve,47,Sales,103744.88,33.0
8,Jack,24,Engineering,113169.79,20.8
9,Diana,47,Sales,50131.53,32.1
10,Jack,36,HR,102981.49,28.9
11,Frank,27,HR,100833.61,46.3
12,Hank,55,Sales,101367.71,31.3
13,Bob,36,Sales,40992.57,33.4
14,Frank,53,HR,65631.8,24.6
15,Alice,54,HR,90973.9,42.3
