id,name,age,department,salary,working_hours
1,Jack,43,Marketing,41489.42,50.5
2,Frank,24,Finance,114674.15,48.7
3,Grace,24,Marketing,66015.94,43.6
4,Eve,34,Engineering,65673.77,44.5
5,Alice,22,Operations,58624.96,26.9
6,Frank,57,Engineering,64754.14,40.9
7,Charlie,40,Engineering,119782.03,40.0
8,Alice,27,HR,42499.29,43.6
9,Jack,34,HR,42200.65,20.2
10,Ivy,45,Sales,87312.98,29.0
11,Eve,33,Finance,35585.98,36.8
12,Grace,56,Operations,33713.24,27.9
13,Frank,24,Operations,64598.71,40.3
14,Hank,29,Marketing,85790.2,40.0
15,Hank,38,Marketing,79517.79,41.5
16,Charlie,22,Operations,87575.68,44.0
17,Charlie,31,Engineering,90730.59,38.3
18,Bob,55,Finance,98361.82,45.0
