id,name,age,department,salary,working_hours
1,Hank,30,Engineering,77806.47,35.0
2,Alice,55,Marketing,50597.67,51.9
3,Charlie,22,Finance,92345.56,48.8
4,Jack,48,Marketing,113561.05,40.4
5,Ivy,39,Finance,96357.77,20.6
6,Diana,41,Operations,119712.26,57.9
7,Frank,29,Sales,65313.26,35.8
8,Bob,56,Engineering,32581.45,24.5
9,Hank,48,Operations,119342.88,23.0
10,Ivy,53,Engineering,107203.5,41.5
11,Charlie,58,Marketing,86428.44,31.7
12,Alice,37,Engineering,104496.65,26.6
13,Ivy,28,HR,48249.62,23.9
