id,name,age,department,salary,working_hours
1,Alice,38,Operations,103564.9,54.7
2,Frank,56,Engineering,111868.62,34.1
3,Jack,40,Sales,37475.21,41.4
4,Diana,36,Sales,30390.77,52.5
5,Diana,36,Sales,61136.2,46.4
6,Charlie,59,Sales,114785.51,49.8
7,Eve,37,Marketing,44819.43,53.2
8,Charlie,34,Sales,69071.27,55.8
9,Hank,43,Marketing,36529.2,46.5
10,Charlie,29,Finance,74221.42,47.9
11,Diana,35,Engineering,112308.19,58.4
12,Frank,33,Finance,81812.38,54.3
13,Charlie,42,Operations,106854.77,31.0
14,Bob,42,Finance,105330.76,58.9
15,Alice,40,Engineering,48796.94,30.7
16,Jack,40,Marketing,105861.88,31.7
17,Grace,56,Marketing,85181.07,47.7
18,Alice,33,Marketing,41828.79,51.5
