id,name,age,department,salary,working_hours
1,Diana,22,Finance,46032.77,57.3
2,Charlie,42,Marketing,106123.67,35.6
3,Hank,32,Sales,103888.28,48.8
4,Frank,35,Marketing,62117.5,41.9
5,Charlie,49,Sales,60992.83,59.2
6,Ivy,42,Operations,67706.49,33.0
7,Diana,24,HR,58583.83,36.6
8,Eve,33,HR,58994.67,28.7
9,Alice,36,Sales,44829.57,26.3
10,Bob,57,Operations,94692.13,58.9
11,Ivy,43,Engineering,77658.75,41.2
12,Ivy,33,Marketing,73884.81,32.1
13,Bob,36,Finance,35191.83,22.2
14,Ivy,33,Marketing,75849.4,23.0
15,Diana,46,Sales,95363.0,22.3
16,Eve,47,Engineering,79301.28,33.5
17,Bob,36,Engineering,87817.93,29.4
18,Alice,54,Finance,91364.4,57.3
