id,name,age,department,salary,working_hours
1,Frank,39,Finance,49227.23,49.1
2,Eve,57,Operations,69532.27,22.1
3,Bob,55,Operations,31654.17,24.5
4,Eve,34,Marketing,37192.56,28.4
5,Alice,54,Marketing,45630.3,37.0
6,Grace,41,Finance,46037.13,32.7
7,Diana,50,Operations,99111.24,49.1
8,Hank,45,HR,80082.39,25.3
9,Eve,51,Sales,91583.22,46.6
10,Bob,49,Marketing,51326.83,58.0
11,Bob,26,Finance,79130.28,34.9
12,Bob,30,Marketing,94209.42,36.2
13,Eve,32,Operations,33699.41,45.7
14,Alice,57,Finance,75781.32,48.1
