id,name,age,department,salary,working_hours
1,Charlie,58,Engineering,114764.91,53.3
2,Hank,45,Sales,114970.58,43.6
3,Ivy,39,Engineering,63919.73,28.3
4,Diana,23,Operations,40275.69,53.9
5,Grace,23,Finance,104642.91,58.2
6,Bob,25,Sales,45281.84,56.0
7,Diana,40,Sales,49225.82,43.1
8,Hank,27,Engineering,30493.11,58.1
9,Alice,25,Engineering,116998.28,51.5
10,Jack,56,Operations,45012.01,49.8
11,Alice,45,Operations,60662.08,34.1
12,Diana,38,Operations,87471.92,35.7
13,Ivy,40,Operations,70740.48,44.7
14,Ivy,43,HR,103934.33,39.9
15,Alice,27,HR,49382.31,27.3
16,Alice,33,Operations,35000.73,53.3
17,Grace,47,Finance,40515.9,46.7
18,Diana,47,Finance,33249.0,57.8
19,Grace,29,Operations,78156.74,26.2
20,Charlie,27,Marketing,103333.27,56.8
