id,name,age,department,salary,working_hours
1,Eve,30,Finance,44685.95,58.8
2,Diana,52,Finance,105907.59,49.2
3,Eve,50,Finance,109056.52,22.0
4,Grace,36,Operations,35645.04,35.9
5,Ivy,23,Engineering,92699.44,32.0
6,Ivy,40,Operations,52040.55,56.6
7,Jack,41,HR,57295.97,57.9
8,Jack,60,Finance,82808.81,32.6
9,Charlie,55,Marketing,85364.39,46.4
10,Ivy,42,Marketing,64956.51,42.8
11,Jack,30,Operations,33029.0,44.5
12,Bob,28,Engineering,115837.41,29.7
13,Hank,31,Operations,45969.1,41.0
14,Alice,55,Operations,54874.84,31.8
15,Jack,51,Engineering,69022.66,25.4
16,Grace,29,Operations,72226.05,38.0
17,Alice,45,Operations,114136.22,20.6
18,Bob,35,HR,47579.42,40.5
19,Charlie,32,Operations,79444.06,38.5
