id,name,age,department,salary,working_hours
1,Bob,36,HR,66510.88,25.6
2,Ivy,50,Marketing,53327.53,41.9
3,Charlie,35,Engineering,63319.24,44.6
4,Frank,26,HR,80411.29,22.4
5,Frank,60,Engineering,72989.97,42.0
6,Eve,35,Marketing,73930.56,26.8
7,Frank,48,HR,60008.6,51.8
8,Alice,53,Marketing,75585.6,23.7
9,Diana,26,HR,66831.82,45.5
10,Jack,44,Finance,83473.13,35.4
11,Eve,28,Engineering,101321.37,59.2
12,Alice,50,Operations,108148.65,58.5
13,Diana,31,Engineering,110843.91,54.9
14,Ivy,33,Sales,104545.44,36.5
15,Grace,42,Sales,102568.47,59.2
