id,name,age,department,salary,working_hours
1,Diana,41,HR,115129.6,38.3
2,Grace,42,Finance,56678.98,32.6
3,Diana,56,Finance,66028.99,41.3
4,Jack,51,HR,92961.8,41.7
5,Ivy,35,Operations,102555.49,22.3
6,Eve,24,Operations,103572.46,45.8
7,Diana,43,Operations,106074.11,41.1
8,Alice,53,Marketing,93987.44,56.2
9,Jack,31,Sales,48927.6,45.6
10,Alice,42,Finance,73160.05,37.4
11,Charlie,36,Marketing,52364.9,28.3
12,Eve,37,Sales,49641.81,44.1
13,Hank,46,Marketing,41615.14,28.4
14,Hank,54,Engineering,65407.1,40.4
15,Frank,28,Operations,46165.0,22.1
16,Bob,39,HR,114201.27,54.5
17,Diana,55,Engineering,73025.31,48.3
