id,name,age,department,salary,working_hours
1,Jack,54,Sales,55891.54,39.9
2,Alice,34,Finance,112693.44,47.6
3,Alice,56,Operations,93226.42,56.7
4,Diana,47,Engineering,98124.09,49.5
5,Grace,39,Sales,58775.95,23.2
6,Frank,26,Marketing,33164.33,25.8
7,Alice,30,Operations,73763.94,21.0
8,Grace,38,Operations,118561.92,32.0
9,Hank,29,Marketing,110104.86,54.3
10,Frank,33,Operations,56475.97,24.1
11,Bob,29,Sales,80447.91,51.1
12,Ivy,56,Sales,102198.32,26.4
13,Jack,35,Engineering,114169.13,37.4
14,Hank,55,Finance,38477.9,59.0
15,Jack,56,Operations,119880.03,55.9
16,Grace,27,Finance,39975.01,50.7
