id,name,age,department,salary,working_hours
1,Jack,60,Operations,82857.89,56.5
2,Alice,50,Sales,67545.25,35.5
3,Hank,23,Operations,60406.73,57.4
4,Jack,23,Sales,94469.65,43.1
5,Grace,52,Sales,30244.22,47.1
6,Hank,60,Engineering,86721.1,46.1
7,Diana,34,HR,110782.87,56.4
8,Alice,58,Operations,86481.38,38.0
9,Hank,31,Marketing,52825.63,59.7
10,Jack,49,Marketing,100574.88,23.5
11,Eve,23,Operations,97137.12,42.3
12,Charlie,25,HR,109858.61,43.4
13,Hank,33,HR,40903.64,49.4
14,Charlie,44,Sales,100780.05,45.2
15,Alice,59,Marketing,73216.72,28.3
16,Ivy,59,Engineering,79182.74,20.8
17,Grace,27,Sales,101105.92,35.2
18,Eve,59,Engineering,44289.52,49.2
