id,name,age,department,salary,working_hours
1,Frank,25,Marketing,119737.17,45.2
2,Alice,59,Sales,45651.47,33.1
3,Diana,47,Finance,30674.15,31.2
4,Hank,55,Operations,40873.87,52.2
5,Bob,53,Marketing,57624.6,50.8
6,Ivy,46,Marketing,88930.29,54.7
7,Frank,27,Operations,35672.14,23.9
8,Alice,24,HR,93453.33,38.0
9,Hank,51,Finance,88833.99,39.4
10,Eve,26,Operations,113471.1,26.5
11,Eve,23,Operations,84501.71,21.5
12,Alice,50,HR,34766.11,26.3
13,Grace,30,Finance,41306.11,55.8
14,Ivy,46,HR,75247.31,30.5
15,Frank,30,Finance,64281.13,59.0
16,Grace,25,Operations,61108.28,37.1
17,Jack,30,Engineering,51116.8,56.8
18,Bob,49,Operations,98973.11,20.7
19,Alice,24,Finance,100454.95,33.1
20,Hank,48,Finance,42841.69,57.9
