id,name,age,department,salary,working_hours
1,Frank,59,Engineering,36586.99,23.3
2,Ivy,32,HR,57281.14,27.9
3,Grace,34,Operations,42823.89,54.2
4,Bob,37,HR,75038.61,42.1
5,Charlie,23,Finance,97781.78,51.8
6,Grace,52,HR,52584.25,41.2
7,Charlie,45,HR,84104.03,43.4
8,Frank,29,HR,110507.97,23.7
9,Frank,35,HR,59178.55,20.9
10,Eve,52,HR,36352.83,36.4
11,Ivy,57,HR,70915.6,55.8
12,Charlie,27,HR,70991.96,34.9
13,Ivy,34,Sales,106041.49,25.7
14,Jack,47,Finance,91587.32,30.4
15,Ivy,31,Sales,31884.09,29.1
16,Jack,58,Marketing,62453.08,30.3
17,Alice,26,Engineering,107752.92,37.9
18,Jack,31,Operations,99516.94,27.5
19,Grace,25,Operations,104683.27,40.7
