id,name,age,department,salary,working_hours
1,Alice,42,Finance,71687.2,53.4
2,Frank,42,Marketing,108503.11,43.8
3,Frank,55,Sales,45112.0,45.8
4,Alice,59,Operations,92734.42,48.1
5,Jack,45,Engineering,111561.78,50.7
6,Diana,33,Marketing,113579.07,55.7
7,Diana,39,Finance,42826.12,32.2
8,Frank,37,HR,58841.19,46.9
9,Frank,24,HR,90926.18,52.1
10,Hank,40,Operations,78596.52,48.0
11,Jack,51,Engineering,53639.36,44.7
12,Diana,40,HR,43485.26,36.0
13,Alice,44,Engineering,115282.57,25.5
14,Hank,57,Engineering,50876.25,55.9
15,Jack,30,Operations,39875.75,55.4
16,Eve,58,HR,60630.22,41.4
17,Charlie,60,Sales,68271.45,56.5
