id,name,age,department,salary,working_hours
1,Diana,50,Operations,38727.37,40.0
2,Hank,42,Operations,72441.12,37.6
3,Bob,35,Sales,68725.41,20.2
4,Alice,58,HR,90699.61,59.9
5,Diana,25,HR,48329.37,44.6
6,Hank,39,Sales,60957.68,25.8
7,Frank,36,Sales,90771.84,58.2
8,Bob,57,HR,42507.94,48.8
9,Alice,25,Sales,89029.09,34.8
10,Frank,38,Sales,94216.96,56.8
11,Jack,53,Engineering,61405.15,24.7
12,Alice,59,Operations,71789.29,36.4
13,Hank,40,Marketing,99296.18,57.3
14,Eve,46,Marketing,109089.16,45.1
15,Alice,49,Operations,35170.45,21.9
16,Diana,34,Sales,101471.5,28.0
