id,name,age,department,salary,working_hours
1,Hank,27,Operations,42189.02,48.3
2,Charlie,52,HR,69586.69,24.8
3,Jack,28,Marketing,66119.68,34.5
4,Ivy,41,Sales,64803.12,27.7
5,Ivy,50,Sales,84084.48,33.2
6,Eve,28,HR,55604.02,40.3
7,Charlie,41,Engineering,61201.21,33.8
8,Grace,34,Operations,93731.67,21.2
9,Hank,27,Engineering,43913.98,30.1
10,Frank,45,Marketing,92776.7,53.6
11,Grace,42,Marketing,91921.82,53.8
12,Grace,37,Engineering,83987.87,42.5
13,Alice,35,Engineering,116513.79,40.0
14,Hank,52,Marketing,38960.79,36.8
15,Hank,45,Engineering,114990.12,44.2
16,Diana,42,Operations,96782.08,36.7
17,Ivy,44,Operations,102057.4,41.3
