id,name,age,department,salary,working_hours
1,Frank,47,Engineering,76427.67,22.2
2,Eve,29,Sales,54753.04,49.9
3,Hank,31,Engineering,97340.37,45.3
4,Jack,34,Operations,91225.4,40.7
5,Ivy,59,Marketing,105887.24,29.7
6,Ivy,56,HR,55926.39,57.6
7,Bob,41,Sales,90228.74,26.0
8,Hank,22,Sales,33766.53,36.0
9,Grace,58,Marketing,73218.05,59.3
10,Frank,52,Marketing,102561.11,31.9
11,Frank,32,Sales,113651.37,45.3
12,Eve,49,Engineering,57878.32,26.2
13,Alice,35,HR,40560.51,35.7
14,Alice,55,Sales,87018.02,44.8
15,Grace,51,Engineering,53962.14,33.1
16,Grace,28,Sales,99862.27,58.0
17,Frank,44,Marketing,91143.27,38.0
