id,name,age,department,salary,working_hours
1,Jack,33,HR,64712.15,47.7
2,Grace,30,Engineering,57876.83,34.6
3,Hank,37,Engineering,41426.19,32.8
4,Grace,24,Sales,85145.97,51.3
5,Frank,57,Engineering,78185.22,43.8
6,Ivy,29,Marketing,82679.89,45.1
7,Bob,59,Finance,35704.47,56.8
8,Frank,31,Marketing,74742.57,44.5
9,Charlie,55,HR,34390.5,56.7
10,Hank,24,Operations,45402.24,34.3
11,Jack,57,Marketing,63566.22,34.7
12,Eve,37,Marketing,102683.8,40.9
13,Frank,32,Engineering,117354.2,25.0
14,Eve,22,Finance,41985.42,36.5
15,Jack,39,Marketing,50527.91,43.8
16,Hank,36,Operations,33810.17,31.2
17,Alice,60,Operations,37116.28,22.0
18,Grace,54,Finance,107681.78,31.0
