id,name,age,department,salary,working_hours
1,Grace,42,Sales,65081.92,25.3
2,Frank,38,Marketing,108199.74,43.4
3,Grace,56,HR,108922.57,32.9
4,Grace,43,Engineering,64719.12,40.4
5,Jack,33,Engineering,78813.02,50.7
6,Grace,22,Sales,47806.24,33.9
7,Alice,23,Sales,79072.53,24.4
8,Ivy,57,HR,93562.8,56.8
9,Charlie,25,Marketing,110020.26,57.7
10,Alice,29,Engineering,67404.01,59.1
11,Grace,38,HR,80054.65,54.1
12,Jack,27,Engineering,56647.49,40.3
13,Hank,53,Marketing,118539.04,50.8
14,Bob,33,HR,43479.52,38.8
15,Alice,49,Finance,98631.38,31.9
16,Hank,40,Sales,89724.98,34.9
17,Charlie,29,Operations,46737.75,24.5
18,Alice,39,Sales,118717.17,28.5
19,Grace,59,Sales,37012.73,42.8
