id,name,age,department,salary,working_hours
1,Diana,50,HR,53045.49,50.3
2,Grace,26,Operations,100548.73,52.9
3,Jack,44,Engineering,112438.67,35.4
4,Frank,39,Marketing,71595.6,28.8
5,Grace,22,Finance,71890.12,32.3
6,Bob,44,HR,95646.1,56.0
7,Ivy,60,HR,39530.13,45.0
8,Ivy,56,HR,61348.82,37.8
9,Grace,27,Finance,51102.33,57.0
10,Charlie,24,Engineering,45681.18,34.7
11,Hank,52,Marketing,85025.37,25.9
12,Grace,42,HR,81608.92,25.6
13,Ivy,41,Engineering,116654.6,24.2
14,Ivy,35,Operations,57548.6,34.1
15,Alice,58,Engineering,75025.62,54.8
16,Bob,59,Sales,87316.98,30.4
