id,name,age,department,salary,working_hours
1,Grace,23,Engineering,81996.63,22.7
2,Frank,22,Finance,46889.96,39.4
3,Ivy,58,Finance,100792.74,20.3
4,Jack,47,HR,86885.4,31.3
5,Diana,40,Engineering,88582.99,32.9
6,Alice,54,Marketing,103866.95,29.3
7,Jack,34,Sales,113211.3,22.1
8,Grace,54,Finance,58377.31,31.1
9,Bob,24,HR,98624.86,39.5
10,Jack,57,Finance,104948.27,31.1
11,Bob,60,HR,56337.0,34.9
12,Diana,42,Operations,30109.78,55.8
13,Frank,42,Operations,74336.69,26.1
14,Alice,25,Finance,57218.45,21.7
15,Eve,46,Finance,98224.9,51.9
16,Hank,28,Sales,98251.86,38.0
17,Grace,44,Engineering,52711.13,47.4
18,Diana,34,Finance,83864.53,40.6
