id,name,age,department,salary,working_hours
1,Grace,26,Operations,36418.24,36.2
2,Frank,24,Sales,49510.41,52.5
3,Bob,52,HR,90263.0,48.2
4,Jack,55,Engineering,67738.86,57.1
5,Diana,49,Marketing,47015.99,35.7
6,Bob,25,Marketing,79089.75,24.1
7,Frank,51,Finance,104894.26,43.0
8,Diana,50,Operations,78505.05,36.1
9,Ivy,45,HR,95342.23,49.2
10,Eve,43,Engineering,62014.71,30.6
11,Ivy,42,Marketing,44580.1,41.8
12,Bob,23,Operations,61631.78,51.7
13,Alice,22,Operations,112275.27,34.2
14,Hank,51,Finance,35516.6,56.7
15,Alice,38,Marketing,48287.81,58.4
16,Jack,48,Operations,108631.15,28.7
17,Jack,46,Finance,90209.4,40.5
18,Diana,36,HR,92769.19,42.5
19,Alice,26,Engineering,107627.35,27.0
20,Charlie,40,HR,43517.37,57.3
