id,name,age,department,salary,working_hours
1,Alice,42,Marketing,103655.53,42.7
2,Frank,56,Marketing,56412.87,42.4
3,Alice,60,HR,67938.49,32.4
4,Bob,35,HR,32832.43,56.8
5,Hank,36,Sales,84427.51,44.9
6,Charlie,51,Sales,118084.71,52.0
7,Ivy,53,Marketing,33515.33,21.0
8,Ivy,37,Operations,71104.97,52.9
9,Grace,44,HR,84547.74,26.3
10,Charlie,24,HR,40183.27,58.1
11,Ivy,53,Engineering,114594.87,42.7
12,Grace,41,Operations,67428.62,29.2
13,Frank,57,Sales,53932.22,24.3
14,Bob,58,Sales,76905.58,21.2
15,Frank,30,Marketing,108713.21,30.2
16,Hank,57,Finance,35344.8,36.4
17,Eve,33,HR,49941.6,52.8
18,Alice,58,Sales,41720.88,22.3
