id,name,age,department,salary,working_hours
1,Charlie,55,Finance,68973.54,57.9
2,Grace,30,Engineering,113513.35,32.5
3,Diana,35,Sales,53914.38,47.4
4,Charlie,27,Operations,66737.03,31.9
5,Ivy,55,Marketing,94522.42,32.0
6,Diana,39,Finance,43274.59,58.9
7,Ivy,43,Finance,87455.08,45.6
8,Jack,32,Sales,63050.76,40.5
9,Jack,55,Marketing,54160.13,35.2
10,Hank,33,Sales,70802.14,20.8
11,Frank,24,HR,78906.83,49.2
12,Grace,26,Finance,76398.55,37.0
13,Frank,42,Sales,47271.32,45.1
14,Frank,55,HR,40590.67,52.6
15,Ivy,42,Operations,30655.57,44.1
16,Hank,52,Finance,78435.71,30.6
17,Grace,53,Engineering,36709.31,23.9
18,Eve,37,HR,86054.95,45.4
19,Charlie,32,Marketing,85990.7,44.7
