id,name,age,department,salary,working_hours
1,Charlie,28,Marketing,117708.09,22.6
2,Frank,42,Marketing,32057.45,38.2
3,Hank,31,Operations,65903.49,59.7
4,Hank,44,Finance,91897.94,45.1
5,Diana,28,Operations,67297.06,34.0
6,Hank,35,HR,71684.21,52.2
7,Eve,47,Marketing,89238.78,44.0
8,Bob,26,Finance,40733.33,22.6
9,Diana,33,Engineering,110311.02,29.6
10,Eve,56,HR,85619.9,45.6
11,Alice,50,Marketing,97831.17,23.7
12,Charlie,52,Finance,92481.5,57.0
13,Charlie,41,Sales,85957.45,23.7
14,Hank,22,Engineering,98848.2,36.4
15,Charlie,56,Engineering,75519.0,41.2
16,Ivy,48,Finance,99816.88,20.4
17,Alice,49,Finance,56489.8,47.0
18,Charlie,27,Engineering,104092.2,29.7
