id,name,age,department,salary,working_hours
1,Frank,39,Engineering,32845.29,43.6
2,Eve,26,Operations,84740.47,47.6
3,Ivy,58,Operations,42195.67,51.0
4,Grace,52,Engineering,69678.94,35.5
5,Diana,22,Operations,95095.96,43.7
6,Eve,25,Marketing,54910.36,27.6
7,Eve,56,HR,117308.17,38.7
8,Jack,33,Marketing,70215.03,24.7
9,Alice,57,Sales,72289.27,23.9
10,Hank,57,Finance,39137.04,28.4
11,Diana,27,Operations,64656.4,34.2
12,Eve,43,Marketing,66288.36,54.2
13,Bob,38,Finance,118929.41,50.1
14,Eve,40,Marketing,110467.13,28.4
15,Alice,43,HR,45685.82,34.3
16,Diana,23,Engineering,98264.62,46.6
17,Eve,60,Sales,106698.63,57.8
