id,name,age,department,salary,working_hours
1,Alice,35,Operations,86050.42,42.8
2,Charlie,36,Sales,61863.93,44.2
3,Diana,24,Operations,38271.87,32.2
4,Alice,39,Engineering,45518.49,52.6
5,Alice,54,Marketing,66600.18,38.7
6,Bob,59,HR,80303.25,30.4
7,Grace,41,Finance,49132.74,50.4
8,Eve,56,Marketing,78313.88,21.3
9,Ivy,59,Operations,40481.88,49.4
10,Grace,26,Engineering,40238.55,47.1
11,Frank,53,Engineering,73762.87,21.9
12,Grace,27,HR,69041.4,37.5
13,Charlie,26,Engineering,98061.79,42.4
14,Alice,46,HR,70838.85,23.7
