id,name,age,department,salary,working_hours
1,Bob,41,Marketing,77825.41,35.8
2,Diana,58,Sales,37406.86,27.0
3,Charlie,49,HR,34677.48,33.5
4,Alice,48,Operations,117261.1,29.9
5,Charlie,42,Marketing,83515.41,41.9
6,Jack,49,HR,67505.42,44.5
7,Frank,58,Marketing,101320.05,57.3
8,Alice,32,HR,83733.44,44.2
9,Diana,29,Marketing,111766.05,43.4
10,Hank,28,Finance,44001.62,47.5
11,Hank,30,HR,115160.98,50.3
12,Jack,60,Marketing,45839.08,49.8
13,Jack,44,Finance,63742.34,42.7
14,Jack,24,Sales,43344.88,28.2
15,Frank,54,HR,107533.32,58.2
16,Charlie,40,Finance,111265.36,20.7
17,Grace,37,Engineering,106595.99,33.3
