id,name,age,department,salary,working_hours
1,Diana,25,Engineering,52207.05,36.3
2,Hank,56,Engineering,34537.45,29.2
3,Charlie,45,Finance,38604.29,47.3
4,Hank,49,Finance,61821.16,31.0
5,Alice,25,Engineering,109834.68,20.1
6,Alice,36,Sales,32663.93,31.6
7,Alice,37,Operations,118482.91,21.3
8,Hank,54,Sales,66263.56,34.9
9,Eve,53,Engineering,74408.38,45.8
10,Frank,22,Marketing,90700.45,41.9
11,Charlie,40,Finance,94435.11,59.6
12,Bob,48,HR,86462.71,37.5
13,Eve,28,Operations,92881.1,39.0
14,Eve,24,Engineering,75835.15,38.9
15,Ivy,28,Sales,77216.69,32.7
16,Frank,52,Operations,96687.52,47.5
17,Hank,28,Operations,60591.0,43.6
