id,name,age,department,salary,working_hours
1,Jack,28,Finance,73848.45,23.8
2,Grace,59,Marketing,112084.0,22.2
3,Diana,34,Marketing,60542.31,48.9
4,Grace,50,Operations,112079.04,53.3
5,Charlie,22,HR,101016.79,40.4
6,Diana,29,Finance,49532.89,32.3
7,Charlie,54,HR,34424.83,29.5
8,Eve,55,Finance,96733.68,31.3
9,Hank,40,Engineering,100847.91,36.1
10,Ivy,40,Marketing,74115.17,56.6
11,Eve,49,Operations,71491.34,33.0
12,Eve,29,Finance,77824.63,51.6
13,Ivy,58,Operations,111838.4,27.5
14,Eve,48,Operations,94039.46,29.5
15,Alice,60,Sales,47779.82,22.3
16,Hank,57,HR,68759.03,34.9
17,Alice,35,Sales,76222.83,47.5
18,Grace,22,Engineering,65227.49,37.7
