id,name,age,department,salary,working_hours
1,Frank,55,Engineering,101660.74,59.1
2,Grace,46,Finance,93952.43,29.5
3,Eve,48,Sales,60658.17,22.0
4,Diana,45,Sales,53211.85,56.7
5,Bob,50,Sales,41159.15,20.1
6,Diana,47,Sales,56395.41,59.8
7,Grace,38,Sales,110149.69,31.4
8,Charlie,56,Sales,92824.16,40.0
9,Bob,47,Marketing,52449.3,45.2
10,Diana,25,Engineering,32189.61,37.5
11,Bob,49,Operations,41182.03,57.1
12,Eve,38,Operations,52769.55,53.3
13,Diana,47,Marketing,45322.29,24.4
14,Jack,28,Finance,102559.31,43.8
15,Ivy,24,Engineering,83725.47,27.7
16,Jack,55,Finance,92856.89,21.7
17,Alice,24,Sales,100249.79,37.2
