id,name,age,department,salary,working_hours
1,Eve,56,Marketing,41243.14,58.8
2,Eve,45,Operations,102435.49,45.8
3,Charlie,28,Engineering,105008.01,33.7
4,Charlie,26,Marketing,101032.71,36.7
5,Charlie,38,Engineering,65183.45,59.7
6,Jack,22,Operations,74947.02,29.3
7,Bob,37,Marketing,49380.56,39.8
8,Grace,26,Sales,89636.14,38.5
9,Diana,52,Operations,80277.56,35.1
10,Grace,31,Operations,106958.13,21.0
11,Diana,48,Operations,48671.31,50.2
12,Grace,53,Operations,67287.91,58.5
13,Frank,33,Operations,34416.29,39.9
