id,name,age,department,salary,working_hours
1,Hank,38,Engineering,57752.24,48.1
2,Frank,47,Sales,62832.14,46.6
3,Frank,56,Engineering,109305.43,30.6
4,Grace,25,Finance,84861.63,46.1
5,Hank,47,Marketing,99960.32,59.8
6,Ivy,47,HR,100787.41,39.9
7,Diana,26,Operations,55202.05,52.3
8,Hank,34,Engineering,68734.06,59.0
9,Bob,59,Operations,40103.42,56.4
10,Diana,46,Operations,99911.89,32.7
11,Ivy,51,Operations,104378.26,42.0
12,Jack,39,Finance,60869.87,26.9
13,Eve,35,Finance,66555.29,22.4
14,Diana,59,Sales,115367.03,39.7
15,Bob,42,Marketing,106898.44,41.3
16,Hank,49,Sales,84648.71,36.6
17,Hank,43,Sales,45354.61,30.0
