id,name,age,department,salary,working_hours
1,Grace,57,Marketing,107465.43,33.7
2,Bob,34,Sales,98714.92,21.2
3,Frank,54,Engineering,107908.31,38.2
4,Ivy,28,Operations,33557.67,57.4
5,Jack,34,Marketing,92694.42,25.0
6,Frank,25,HR,90730.42,26.9
7,Eve,46,Marketing,46642.95,38.0
8,Hank,30,Finance,76300.92,56.3
9,Alice,33,HR,84391.16,44.5
10,Eve,28,Engineering,97962.14,46.9
11,Alice,22,HR,89270.38,44.1
12,Alice,37,Engineering,102843.91,40.3
13,Charlie,42,Marketing,53924.79,37.3
14,Alice,53,HR,86165.5,41.2
15,Grace,40,Operations,50329.33,48.1
16,Hank,48,Sales,61213.23,21.2
