id,name,age,department,salary,working_hours
1,Alice,58,HR,84393.8,53.3
2,Jack,56,Sales,35525.66,35.2
3,Jack,34,HR,75680.44,35.8
4,Hank,46,Finance,35404.64,26.1
5,Frank,33,Finance,30040.61,31.3
6,Eve,29,Marketing,34538.48,26.7
7,Charlie,60,Marketing,119038.98,58.1
8,Eve,26,Sales,119543.48,48.9
9,Diana,30,Engineering,60881.64,37.6
10,Bob,26,Finance,76025.88,36.9
11,Grace,28,HR,52300.69,38.6
12,Hank,47,Finance,108671.71,51.7
13,Grace,24,Marketing,53362.11,58.4
14,Charlie,38,Finance,85730.58,35.7
