id,name,age,department,salary,working_hours
1,Charlie,23,Operations,63448.22,35.8
2,Frank,29,Marketing,94283.63,51.6
3,Jack,38,HR,63174.38,43.4
4,Alice,59,Marketing,45312.99,57.7
5,Hank,38,Engineering,63583.16,52.2
6,Ivy,58,Finance,90655.51,49.2
7,Jack,51,Operations,77165.21,33.7
8,Grace,29,Marketing,44633.76,36.5
9,Ivy,51,Operations,42688.54,55.2
10,Diana,48,Marketing,55629.92,32.0
11,Diana,27,Operations,99815.31,30.9
12,Bob,52,Engineering,104852.62,58.9
13,Diana,32,Operations,89089.03,26.9
14,Jack,43,Operations,71415.13,47.3
