id,name,age,department,salary,working_hours
1,Grace,47,Operations,66948.18,29.8
2,Eve,38,Operations,82999.26,36.5
3,Alice,53,Finance,90070.52,45.4
4,Alice,45,Operations,93126.51,23.7
5,Bob,49,Engineering,32697.12,51.8
6,Frank,40,Marketing,51379.1,29.5
7,Alice,50,Finance,114543.47,42.7
8,Grace,60,Operations,112144.52,21.5
9,Jack,57,Engineering,61222.01,24.2
10,Frank,35,Marketing,96856.34,48.0
11,Diana,52,Finance,56304.67,57.3
12,Jack,53,Marketing,106858.42,24.9
13,Alice,54,Sales,118475.81,31.7
