id,name,age,department,salary,working_hours
1,Diana,49,Engineering,103910.9,49.8
2,Diana,36,Engineering,65625.78,23.6
3,Eve,38,Finance,45222.85,34.0
4,Charlie,31,Marketing,86449.41,29.0
5,Jack,53,HR,77132.88,30.3
6,Hank,35,Engineering,107840.7,43.7
7,Hank,54,Engineering,65827.9,38.8
8,Ivy,30,HR,64501.48,54.8
9,Alice,56,Engineering,71214.31,25.3
10,Bob,32,Sales,30023.04,25.9
11,Diana,45,Sales,75827.51,41.6
12,Grace,36,Finance,112634.34,32.5
13,Alice,38,Finance,114799.27,31.7
14,Grace,41,Operations,102204.1,38.7
15,Grace,53,Engineering,60688.18,44.8
16,Alice,33,Sales,76818.81,44.7
17,Jack,53,HR,48734.51,51.1
18,Hank,44,Sales,67588.7,47.2
19,Bob,50,HR,54599.1,33.4
