id,name,age,department,salary,working_hours
1,Frank,34,HR,72074.89,40.7
2,Eve,47,Marketing,85527.45,50.7
3,Alice,44,Operations,74438.2,35.6
4,Hank,34,Engineering,62751.29,35.3
5,Hank,36,Sales,89020.91,39.5
6,Jack,23,Finance,32650.9,23.0
7,Bob,58,HR,108661.18,59.6
8,Jack,60,Sales,44446.07,38.9
9,Hank,35,Marketing,67845.29,53.9
10,Ivy,50,Sales,43599.47,29.7
11,Eve,32,HR,94500.33,32.1
12,Eve,23,Engineering,51528.21,20.8
13,Bob,46,Engineering,89006.43,55.2
14,Bob,60,Operations,40381.71,42.9
15,Frank,43,HR,58809.16,49.4
16,Alice,29,Sales,75986.68,44.3
17,Diana,50,Finance,91527.5,33.3
18,Diana,27,Engineering,54051.75,41.7
19,Hank,53,Engineering,101070.8,57.0
20,Ivy,37,Finance,56071.3,39.0
