id,name,age,department,salary,working_hours
1,Jack,24,Engineering,33180.29,24.2
2,Ivy,43,HR,42558.87,33.2
3,Bob,36,Marketing,73642.06,52.1
4,Charlie,36,Operations,54348.29,26.9
5,Hank,60,Engineering,39860.37,22.7
6,Jack,29,Finance,69659.07,48.7
7,Eve,32,Marketing,60025.89,26.3
8,Ivy,46,Engineering,94452.55,36.3
9,Charlie,30,Sales,55588.47,36.3
10,Ivy,58,Marketing,64080.51,43.3
11,Jack,26,HR,53374.93,51.9
12,Hank,37,HR,60443.03,34.5
13,Charlie,58,Marketing,49026.29,26.8
14,Hank,25,Operations,61003.07,58.9
15,Diana,45,Operations,104402.52,28.7
16,Diana,48,Engineering,116443.82,34.9
17,Hank,48,Operations,84071.6,34.3
18,Alice,33,Engineering,44278.3,43.1
19,Alice,59,Operations,61818.37,39.2
20,Diana,24,Engineering,96517.63,55.3
