id,name,age,department,salary,working_hours
1,Eve,22,Operations,39006.44,53.3
2,Grace,50,Sales,52243.83,21.0
3,Bob,39,Operations,45724.66,40.4
4,Bob,36,Engineering,35118.83,57.5
5,Alice,37,Engineering,114456.09,52.6
6,Ivy,51,Operations,104955.69,33.2
7,Alice,39,Engineering,92502.67,40.5
8,Ivy,46,HR,74749.23,29.3
9,Frank,46,Operations,49567.97,36.9
10,Eve,38,Engineering,31641.79,33.1
11,Grace,44,Operations,114180.1,49.7
12,Diana,40,HR,105755.61,45.1
13,Charlie,45,Marketing,107857.5,33.7
14,Jack,40,Marketing,97231.66,51.8
15,Diana,60,Sales,92445.23,59.6
16,Alice,32,HR,96152.56,46.3
17,Bob,43,Marketing,56051.31,25.5
