id,name,age,department,salary,working_hours
1,Hank,24,Engineering,62053.72,36.0
2,Charlie,51,Finance,114392.37,41.8
3,Grace,22,Marketing,34104.02,30.9
4,Jack,45,Operations,90968.82,21.9
5,Eve,28,Operations,43941.73,27.4
6,Hank,35,Marketing,100171.45,56.1
7,Hank,28,Marketing,105093.57,25.7
8,Hank,48,Sales,68500.58,52.9
9,Charlie,48,HR,73495.49,24.4
10,Grace,53,Finance,31824.0,49.7
11,Grace,34,Engineering,119092.35,58.7
12,Ivy,22,Finance,37183.73,49.3
13,Grace,38,Sales,107246.13,30.3
14,Ivy,36,Marketing,61319.81,41.5
15,Charlie,43,Marketing,67264.32,56.2
16,Eve,60,Finance,73976.98,60.0
17,Diana,36,Sales,100049.9,23.3
18,Grace,58,Operations,60936.08,56.8
