id,name,age,department,salary,working_hours
1,Alice,56,Operations,119313.69,26.9
2,Diana,52,Engineering,97429.64,29.4
3,Grace,45,Finance,80868.16,51.0
4,Bob,54,Marketing,86811.92,28.5
5,Diana,25,Engineering,52271.46,20.3
6,Bob,38,Sales,50531.02,36.9
7,Ivy,37,Marketing,44126.74,32.4
8,Jack,51,Finance,114509.67,54.0
9,Ivy,32,Operations,49315.8,49.1
10,Grace,27,HR,40267.61,34.5
11,Frank,35,Engineering,35367.7,36.4
12,Eve,36,Sales,59932.98,45.7
13,Bob,34,Finance,65299.55,48.7
14,Eve,59,Sales,78363.2,39.9
15,Frank,33,Operations,61411.67,30.5
16,Ivy,50,Finance,70207.13,33.8
17,Diana,53,Engineering,38349.35,31.0
18,Hank,30,Finance,119116.43,44.4
19,Charlie,24,HR,103943.61,41.2
