id,name,age,department,salary,working_hours
1,Grace,59,Marketing,57624.74,39.3
2,Eve,31,Finance,46576.83,41.1
3,Charlie,41,Operations,101685.56,59.1
4,Frank,22,Sales,54735.53,49.9
5,Ivy,36,Operations,76205.55,31.9
6,Charlie,45,Operations,87469.76,22.9
7,Frank,58,Sales,77332.27,57.3
8,Bob,24,Engineering,106703.43,59.2
9,Bob,50,Sales,49691.7,20.8
10,Bob,26,HR,116649.94,48.6
11,Hank,59,Finance,80842.02,31.5
12,Diana,46,Operations,32527.04,52.5
13,Frank,35,Engineering,45771.99,43.9
14,Alice,41,HR,68209.85,27.1
15,Diana,27,Engineering,60428.76,54.1
16,Hank,49,Marketing,96433.03,21.3
17,Hank,26,Operations,48646.45,51.4
18,Frank,34,Sales,112357.39,48.2
